originalPrice,price,sold,tagText,discount_rate,price_bucket,adjustable,bed,bedroom,bedside,bench,black,cabinet,cabinets,chair,chairs,charging,chest,closet,clothes,coffee,computer,conversation,couch,cushions,desk,dining,door,drawer,drawers,dresser,dressers,dressing,end,entryway,fabric,folding,frame,furniture,gaming,garden,glass,hanging,headboard,home,household,inch,kitchen,large,leather,led,legs,light,lights,living,lounge,makeup,metal,mirror,modern,nightstand,office,organizer,ottoman,outdoor,patio,piece,pieces,platform,portable,power,rack,rattan,room,round,seat,sectional,set,sets,shaped,shelf,shelves,shoe,shoes,simple,size,small,sofa,space,stand,station,steel,stool,storage,swing,table,tables,tv,upholstered,vanity,velvet,wardrobe,white,wicker,wood,wooden,title_sentiment,has_modern,has_wood,has_compact,tagText_encoded,price_bucket_encoded
251.56,87.08,11,1,65.384003816187,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2955250604473516,0.0,0.0,0.0,0.0,0.3159087114985279,0.0,0.3308454641252377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1895870712867155,0.0,0.0,0.34088068099578067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25876862473502305,0.2689634782569913,0.0,0.34964723412213905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22387834946899188,0.3350082038803445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18422865207109768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056420403917296,0.0,0.0,0.0,0,0,0,1,1
736.43,435.86,5,1,40.81446980704207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302086711041168,0.0,0.32813644047796603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3462144174916166,0.0,0.3119455079837529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47255030667283865,0.2455838188734873,0.0,0.0,0.0,0.0,0.0,0.0,0.2884483361383456,0.0,0.0,0.0,0.2858744412977793,0.20441771642005097,0.30588760450321206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
665.74,393.44,16,1,40.9018535764713,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35942843628579074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37923037903790396,0.0,0.34169349182205755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2588070034927961,0.26900336904434,0.0,0.0,0.0,0.0,0.0,0.0,0.31595556487547577,0.0,0.0,0.0,0.0,0.4478231070889232,0.335057889960803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24137099037104498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
407.85,279.49,3,1,31.472355032487435,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32983177472304376,0.3278275349488808,0.35827403377370187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18900618859133245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2579757741719732,0.2681393913129336,0.0,0.3485759372957698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31213049391091996,0.0,0.3339817601090224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240595761564696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3047055726724903,0.0,0.0,0.0,0,0,0,1,1
313.69,175.94,1,1,43.912780133252575,1,0.0,0.0,0.18506009236244997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22395378361109938,0.0,0.0,0.0,0.20582624236538127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16235394589760815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28628028545309847,0.0,0.0,0.0,0.0,0.28749686866100577,0.0,0.0,0.25748940491217626,0.0,0.27151766622087714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917194732248676,0.0,0.0,0.0,0.2912679635674996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155304674326292,0.0,0.0,0.0,0.5085067838699271,0.0,0.0,0.25001744549306854,0.0,0.0,0.0,0.10714285714285714,0,0,0,1,1
72.43,31.71,60,1,56.219798426066546,1,0.0,0.0,0.243232779619013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32665910996164516,0.4538052437354588,0.0,0.0,0.0,0.0,0.0,0.3562167956290095,0.2133890729150141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3384298736681179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2399356233240664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41471584536881734,0.0,0.0,0.0,0.3341766366720557,0.0,0.0,0.0,0.0,0.0,0.0,-0.03333333333333333,0,0,0,1,1
983.42,584.05,1,1,40.61031909052083,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3119721361446865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1798648927052391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43107941590472404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3608584594166342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4044817717778406,0.0,0.0,0.0,0.2123976863663268,0.31782871182806877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45791866564472744,0.0,0.0,0.0,0.0,0.0,0.1866837990016871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3
98.79,49.39,1,1,50.0050612410163,1,0.0,0.0,0.21417491752673098,0.6598678044753984,0.0,0.0,0.2749855782202354,0.3781532530135403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937970161166503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232120796874486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29752231773857596,0.0,0.0,0.0,0.0,0.0,0.0,0.19501989095164174,0.0,0.18258585894142362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024999999999999994,1,0,0,1,1
633.27,342.3,19,1,45.94722630157752,1,0.0,0.4685851649321064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4916447088257166,0.0,0.0,0.2901734065222127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34772706533584674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32627226977879675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3693767502977703,0.0,0.0,0.0,0.0,0.0,0.30117424853777325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
86.61,48.56,3,1,43.93257129661702,1,0.314107100546508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5133882197812026,0.0,0.0,0.0,0.0,0.0,0.0,0.35842976387103176,0.0,0.0,0.0,0.34319561250940156,0.0,0.18608884814280893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3056937683291608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2946600201411483,0.0,0.3793581921907231,0.0,0.0,0.0,0.0,0.0,0.0,0.18082930141879935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0,0,0,1,1
355.38,200.12,28,1,43.68844617029658,1,0.0,0.0,0.1799829232745461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24171520638479996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789972551498713,0.0,0.0,0.0,0.0,0.0,0.2280543422122074,0.0,0.0,0.0,0.0,0.0,0.25123331143177713,0.0,0.0,0.0,0.0,0.0,0.2504251198445864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31388996650530193,0.0,0.0,0.0,0.0,0.0,0.0,0.18645960238734488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2616905327295243,0.0,0.0,0.15343690577945396,0.0,0.0,0.0,0.49455577535644774,0.0,0.0,0.4863163109347671,0.0,0.0,0.0,0.0,0,0,0,1,1
78.4,39.46,7,1,49.66836734693878,1,0.0,0.0,0.22479851089251346,0.0,0.0,0.0,0.2886255272777703,0.0,0.0,0.0,0.0,0.36285081941982134,0.33736528128759924,0.40472045561641296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500238284530743,0.0,0.0,0.0,0.0,0.0,0.33414676825306855,0.0,0.0,0.19721661655623113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23633301249924718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3112869944079127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217512414149174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20469334871987413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
82.27,40.13,1,1,51.22158745593776,1,0.0,0.0,0.19637896899754106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29471479082217783,0.353554769960948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17228404082718443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037901180309178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33460665171002646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31046212935156603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17881554741029085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6223214166178412,0.0,0.0,0.0,0.0,0.10714285714285714,0,0,0,1,1
108.32,58.99,223,1,45.54098966026587,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5540551780632615,0.0,0.0,0.0,0.0,0.0,0.0,0.38862121621799095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2122237476697359,0.0,0.0,0.0,0.0,0.0,0.30651444781667675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34862635671919234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3517228760494458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39718643737594556,0.024999999999999984,0,1,0,1,1
1506.07,897.64,6,1,40.39852065309049,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2013597818350092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267555013202474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085131533676006,0.0,0.5559519620482357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2188407950357869,0.2743327246778894,0.0,0.0,0.0,0.0,0.0,0.25703755034359155,0.0,0.0,0.0,0.2547439416040915,0.3643150089119611,0.27257775723228667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14989672556616862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3
449.85,263.91,15,1,41.333777925975326,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.820746553363676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21649095835497256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14774495745113825,0.30713149781338994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4041638661370622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1
208.94,115.19,30,1,44.86934048052073,1,0.0,0.0,0.13708518862951533,0.0,0.0,0.0,0.17600777110612148,0.24204146133851553,0.0,0.0,0.0,0.0,0.0,0.0,0.20039805042068234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12026537441972934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23039405756650583,0.23980314335691036,0.0,0.0,0.19135351988425908,0.0,0.0,0.0,0.14411908454914882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13522692226697272,0.0,0.0,0.0,0.0,0.21251389559375403,0.0,0.0,0.2157597741234418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20224489096107243,0.0,0.0,0.0,0.0,0.0,0.11686623813427259,0.0,0.6857015591698536,0.0,0.0,0.0,0.0,0.18520302372355915,0.0,0.0,0.0,0.0,0,0,0,1,1
